15:17:29:74,83,0,35.1445275684,33.4097246826
15:17:45:45,82,0,35.1445275684,33.4097246826
15:17:45:55,82,0,35.1445275684,33.4097246826
15:17:48:81,81,0,35.1445275684,33.4097246826
15:17:48:93,81,0,35.1445275684,33.4097246826
15:17:49:13,81,1,35.1445275684,33.4097635746
15:17:54:79,81,1,35.1445275684,33.4097635746
15:17:54:88,81,1,35.1445275684,33.4097635746
15:17:57:90,80,1,35.1445275684,33.4097635746
15:17:58:41,80,1,35.1445275684,33.4097635746
15:17:58:61,80,2,35.1445172601,33.4098024666
15:18:02:66,80,2,35.1445172601,33.4098024666
15:18:02:71,80,2,35.1445172601,33.4098024666
15:18:03:08,80,2,35.1445172601,33.4098024666
15:18:06:35,80,2,35.1445172601,33.4098024666
15:18:06:55,80,2,35.1445172601,33.4098024666
15:18:06:65,80,3,35.1445069519,33.4098283947
15:18:09:68,79,3,35.1445069519,33.4098283947
15:18:09:79,79,3,35.1445069519,33.4098283947
15:18:12:87,79,3,35.1445069519,33.4098283947
15:18:15:42,79,3,35.1445069519,33.4098283947
15:18:15:62,79,4,35.1445172601,33.4097765386
15:18:25:27,78,4,35.1445172601,33.4097765386
15:18:25:38,78,4,35.1445172601,33.4097765386
15:18:28:68,77,4,35.1445172601,33.4097765386
15:18:30:42,77,4,35.1445172601,33.4097765386
15:18:30:52,77,5,35.1445172601,33.4098543227
15:18:34:93,77,5,35.1445172601,33.4098543227
15:18:35:05,77,5,35.1445172601,33.4098543227
15:18:38:19,76,5,35.1445172601,33.4098543227
15:18:40:37,76,5,35.1445172601,33.4098543227
15:18:40:50,76,6,35.1445275684,33.4097765386
15:18:47:21,75,6,35.1445275684,33.4097765386
15:18:47:51,75,6,35.1445275684,33.4097765386
15:18:50:68,75,6,35.1445275684,33.4097765386
15:18:51:09,75,6,35.1445275684,33.4097765386
15:18:51:20,75,7,35.1445275684,33.4097246826
15:18:57:33,74,7,35.1445275684,33.4097246826
15:18:57:64,74,7,35.1445275684,33.4097246826
15:19:00:78,74,7,35.1445275684,33.4097246826
15:19:02:85,74,7,35.1445275684,33.4097246826
15:19:02:93,74,8,35.1445275684,33.4098283947
15:19:07:75,73,8,35.1445275684,33.4098283947
15:19:07:86,73,8,35.1445275684,33.4098283947
15:19:10:78,73,8,35.1445275684,33.4098283947
15:19:13:28,73,8,35.1445275684,33.4098283947
15:19:13:49,73,9,35.1445172601,33.4097635746
15:19:17:24,72,9,35.1445172601,33.4097635746
15:19:17:31,72,9,35.1445172601,33.4097635746
15:19:17:39,72,9,35.1445172601,33.4097635746
15:19:20:50,72,9,35.1445172601,33.4097635746
15:19:21:03,72,9,35.1445172601,33.4097635746
15:19:21:13,72,10,35.1445172601,33.4097246826
15:19:27:27,71,10,35.1445172601,33.4097246826
15:19:27:38,71,10,35.1445172601,33.4097246826
15:19:30:30,71,10,35.1445172601,33.4097246826
15:19:32:25,71,10,35.1445172601,33.4097246826
15:19:32:36,71,11,35.1444966436,33.4097506106
15:19:36:26,70,11,35.1444966436,33.4097506106
15:19:36:37,70,11,35.1444966436,33.4097506106
15:19:39:38,70,11,35.1444966436,33.4097506106
15:19:40:64,70,11,35.1444966436,33.4097506106
15:19:40:69,70,12,35.1445172601,33.4098154306
15:19:44:85,70,12,35.1445172601,33.4098154306
15:19:45:08,69,12,35.1445172601,33.4098154306
15:19:48:12,69,12,35.1445172601,33.4098154306
15:19:48:53,69,12,35.1445172601,33.4098154306
15:19:48:85,69,13,35.1445172601,33.4098413587
15:19:54:03,69,13,35.1445172601,33.4098413587
15:19:54:15,69,13,35.1445172601,33.4098413587
15:19:57:18,68,13,35.1445172601,33.4098413587
15:19:59:81,68,13,35.1445172601,33.4098413587
15:20:00:43,68,14,35.1445172601,33.4097765386
15:20:03:92,68,14,35.1445172601,33.4097765386
15:20:04:22,67,14,35.1445172601,33.4097765386
15:20:07:28,67,14,35.1445172601,33.4097765386
15:20:09:25,67,14,35.1445172601,33.4097765386
15:20:09:36,67,15,35.1445275684,33.4097895026
15:20:12:09,67,15,35.1445275684,33.4097895026
15:20:12:18,67,15,35.1445275684,33.4097895026
15:20:12:29,67,15,35.1445275684,33.4097895026
15:20:15:27,66,15,35.1445275684,33.4097895026
15:20:17:13,66,15,35.1445275684,33.4097895026
15:20:17:24,66,16,35.1445275684,33.4096987545
15:20:21:80,66,16,35.1445275684,33.4096987545
15:20:22:07,66,16,35.1445275684,33.4096987545
15:20:25:06,65,16,35.1445275684,33.4096987545
15:20:27:38,65,16,35.1445275684,33.4096987545
15:20:27:56,65,17,35.1445069519,33.4098543227
15:20:35:67,64,17,35.1445069519,33.4098543227
15:20:36:00,64,17,35.1445069519,33.4098543227
15:20:38:94,64,17,35.1445069519,33.4098543227
15:20:40:80,64,17,35.1445069519,33.4098543227
15:20:41:01,64,18,35.1445275684,33.4098024666
15:20:47:35,63,18,35.1445275684,33.4098024666
15:20:47:40,63,18,35.1445275684,33.4098024666
15:20:47:67,63,18,35.1445275684,33.4098024666
15:20:50:67,62,18,35.1445275684,33.4098024666
15:20:52:66,62,18,35.1445275684,33.4098024666
15:20:52:84,62,19,35.1445275684,33.4098154306
15:20:57:80,62,19,35.1445275684,33.4098154306
15:20:58:00,62,19,35.1445275684,33.4098154306
15:21:01:05,61,19,35.1445275684,33.4098154306
15:21:03:66,61,19,35.1445275684,33.4098154306
15:21:03:76,61,20,35.1445172601,33.4097506106
15:21:10:75,60,20,35.1445172601,33.4097506106
15:21:10:85,60,20,35.1445172601,33.4097506106
15:21:13:90,60,20,35.1445172601,33.4097506106
15:21:14:81,60,20,35.1445172601,33.4097506106
15:21:14:88,60,21,35.1445275684,33.4097117186
15:21:18:38,60,21,35.1445275684,33.4097117186
15:21:18:48,60,21,35.1445275684,33.4097117186
15:21:18:53,60,21,35.1445275684,33.4097117186
15:21:21:37,59,21,35.1445275684,33.4097117186
15:21:23:65,59,21,35.1445275684,33.4097117186
15:21:23:75,59,22,35.1445069519,33.4098283947
15:21:31:57,58,22,35.1445069519,33.4098283947
15:21:31:76,58,22,35.1445069519,33.4098283947
15:21:34:80,58,22,35.1445069519,33.4098283947
15:21:36:90,57,22,35.1445069519,33.4098283947
15:21:37:11,57,23,35.1445378767,33.4097117186
15:21:42:75,57,23,35.1445378767,33.4097117186
15:21:42:93,57,23,35.1445378767,33.4097117186
15:21:45:38,57,23,35.1445378767,33.4097117186
15:21:46:77,56,23,35.1445378767,33.4097117186
15:21:46:96,56,24,35.1445172601,33.4096987545
15:21:52:79,56,24,35.1445172601,33.4096987545
15:21:53:11,56,24,35.1445172601,33.4096987545
15:21:56:12,55,24,35.1445172601,33.4096987545
15:21:58:28,55,24,35.1445172601,33.4096987545
15:21:58:45,55,25,35.1445275684,33.4097506106
15:22:02:14,55,25,35.1445275684,33.4097506106
15:22:02:19,55,25,35.1445275684,33.4097506106
15:22:05:25,54,25,35.1445275684,33.4097506106
15:22:07:67,54,25,35.1445275684,33.4097506106
15:22:07:72,54,26,35.1445172601,33.4097376466
15:22:12:56,54,26,35.1445172601,33.4097376466
15:22:12:67,54,26,35.1445172601,33.4097376466
15:22:15:77,53,26,35.1445172601,33.4097376466
15:22:17:87,53,26,35.1445172601,33.4097376466
15:22:17:93,53,27,35.1445069519,33.4098543227
15:22:26:08,52,27,35.1445069519,33.4098543227
15:22:26:18,52,27,35.1445069519,33.4098543227
15:22:29:15,52,27,35.1445069519,33.4098543227
15:22:31:16,52,27,35.1445069519,33.4098543227
15:22:31:22,52,28,35.1445172601,33.4098154306
15:22:36:96,51,28,35.1445172601,33.4098154306
15:22:37:06,51,28,35.1445172601,33.4098154306
15:22:37:17,51,28,35.1445172601,33.4098154306
15:22:40:05,51,28,35.1445172601,33.4098154306
15:22:40:47,51,28,35.1445172601,33.4098154306
15:22:40:78,51,29,35.1445378767,33.4097117186
15:22:47:88,50,29,35.1445378767,33.4097117186
15:22:47:99,50,29,35.1445378767,33.4097117186
15:22:51:31,49,29,35.1445378767,33.4097117186
15:22:52:76,49,29,35.1445378767,33.4097117186
15:22:53:08,49,30,35.1445275684,33.4097117186
15:22:57:30,49,30,35.1445275684,33.4097117186
15:22:57:81,49,30,35.1445275684,33.4097117186
15:23:00:64,49,30,35.1445275684,33.4097117186
15:23:01:70,48,30,35.1445275684,33.4097117186
15:23:01:91,48,31,35.1445069519,33.4097635746
15:23:06:08,48,31,35.1445069519,33.4097635746
15:23:06:29,48,31,35.1445069519,33.4097635746
15:23:09:42,48,31,35.1445069519,33.4097635746
15:23:11:75,47,31,35.1445069519,33.4097635746
15:23:11:84,47,32,35.1445172601,33.4096987545
15:23:16:33,47,32,35.1445172601,33.4096987545
15:23:16:43,47,32,35.1445172601,33.4096987545
15:23:16:47,47,32,35.1445172601,33.4096987545
15:23:19:42,46,32,35.1445172601,33.4096987545
15:23:21:26,46,32,35.1445172601,33.4096987545
15:23:21:37,46,33,35.1445275684,33.4097765386
15:23:28:24,45,33,35.1445275684,33.4097765386
15:23:28:36,45,33,35.1445275684,33.4097765386
15:23:31:29,45,33,35.1445275684,33.4097765386
15:23:33:27,45,33,35.1445275684,33.4097765386
15:23:33:52,45,34,35.1445069519,33.4097635746
15:23:37:34,45,34,35.1445069519,33.4097635746
15:23:37:43,45,34,35.1445069519,33.4097635746
15:23:37:49,45,34,35.1445069519,33.4097635746
15:23:40:72,44,34,35.1445069519,33.4097635746
15:23:42:70,44,34,35.1445069519,33.4097635746
