15:17:05:82,84,0,35.1444863353,33.4098154306
15:17:22:31,82,0,35.1444863353,33.4098154306
15:17:22:53,82,0,35.1444863353,33.4098154306
15:17:26:53,81,0,35.1444863353,33.4098154306
15:17:26:56,81,0,35.1444863353,33.4098154306
15:17:26:75,81,1,35.1444966436,33.4097506106
15:17:30:95,81,1,35.1444966436,33.4097506106
15:17:31:04,81,1,35.1444966436,33.4097506106
15:17:31:16,81,1,35.1444966436,33.4097506106
15:17:35:23,80,1,35.1444966436,33.4097506106
15:17:37:59,80,1,35.1444966436,33.4097506106
15:17:37:71,80,2,35.1444863353,33.4098283947
15:17:42:22,80,2,35.1444863353,33.4098283947
15:17:42:32,80,2,35.1444863353,33.4098283947
15:17:46:53,79,2,35.1444863353,33.4098283947
15:17:48:88,79,2,35.1444863353,33.4098283947
15:17:49:09,79,3,35.1444966436,33.4097117186
15:17:54:43,78,3,35.1444966436,33.4097117186
15:17:54:98,78,3,35.1444966436,33.4097117186
15:17:58:75,78,3,35.1444966436,33.4097117186
15:18:00:98,77,3,35.1444966436,33.4097117186
15:18:01:22,77,4,35.1444863353,33.4098543227
15:18:06:77,77,4,35.1444863353,33.4098543227
15:18:06:88,77,4,35.1444863353,33.4098543227
15:18:11:09,76,4,35.1444863353,33.4098543227
15:18:13:00,76,4,35.1444863353,33.4098543227
15:18:13:21,76,5,35.1445069519,33.4098154306
15:18:17:02,75,5,35.1445069519,33.4098154306
15:18:17:22,75,5,35.1445069519,33.4098154306
15:18:21:25,75,5,35.1445069519,33.4098154306
15:18:23:53,75,5,35.1445069519,33.4098154306
15:18:23:85,75,6,35.1444966436,33.4098413587
15:18:26:90,74,6,35.1444966436,33.4098413587
15:18:27:11,74,6,35.1444966436,33.4098413587
15:18:31:30,74,6,35.1444966436,33.4098413587
15:18:33:41,74,6,35.1444966436,33.4098413587
15:18:33:51,74,7,35.1445069519,33.4097117186
15:18:38:98,73,7,35.1445069519,33.4097117186
15:18:39:18,73,7,35.1445069519,33.4097117186
15:18:43:39,73,7,35.1445069519,33.4097117186
15:18:45:49,72,7,35.1445069519,33.4097117186
15:18:45:59,72,8,35.1444966436,33.4097376466
15:18:48:83,72,8,35.1444966436,33.4097376466
15:18:48:96,72,8,35.1444966436,33.4097376466
15:18:53:23,72,8,35.1444966436,33.4097376466
15:18:55:55,71,8,35.1444966436,33.4097376466
15:18:55:75,71,9,35.1445069519,33.4097117186
15:18:58:83,71,9,35.1445069519,33.4097117186
15:18:59:15,71,9,35.1445069519,33.4097117186
15:19:03:14,70,9,35.1445069519,33.4097117186
15:19:04:40,70,9,35.1445069519,33.4097117186
15:19:04:50,70,10,35.1444966436,33.4096987545
15:19:07:45,70,10,35.1444966436,33.4096987545
15:19:07:51,70,10,35.1444966436,33.4096987545
15:19:11:78,69,10,35.1444966436,33.4096987545
15:19:13:66,69,10,35.1444966436,33.4096987545
15:19:13:87,69,11,35.1445069519,33.4098024666
15:19:18:85,68,11,35.1445069519,33.4098024666
15:19:19:04,68,11,35.1445069519,33.4098024666
15:19:23:16,68,11,35.1445069519,33.4098024666
15:19:25:38,68,11,35.1445069519,33.4098024666
15:19:25:59,68,12,35.1444863353,33.4097635746
15:19:29:39,67,12,35.1444863353,33.4097635746
15:19:29:50,67,12,35.1444863353,33.4097635746
15:19:33:66,67,12,35.1444863353,33.4097635746
15:19:34:63,67,12,35.1444863353,33.4097635746
15:19:34:83,67,13,35.1445069519,33.4096987545
15:19:39:25,66,13,35.1445069519,33.4096987545
15:19:39:32,66,13,35.1445069519,33.4096987545
15:19:39:46,66,13,35.1445069519,33.4096987545
